Country Name,year,GDP,population
South Sudan,1993,79656641875.0576,5490915.0
Sub-Saharan Africa,1993,292636615790.246,556451898.0
Small states,1993,79656641875.0576,26471464.0
Sao Tome and Principe,1993,428794117.647059,121407.0
Suriname,1993,428794117.647059,430039.0
Slovak Republic,1993,16452201100.9604,5325305.0
Slovenia,1993,209950792712.696,1991746.0
Sweden,1993,209950792712.696,8718561.0
Swaziland,1993,1357206995.74624,924025.0
Sint Maarten (Dutch part),1993,473916819.453826,72253.0
Seychelles,1993,473916819.453826,72253.0
Syrian Arab Republic,1993,13695962019.2084,13564167.0
Turks and Caicos Islands,1993,1463251055.40068,13789.0
Chad,1993,1463251055.40068,6555603.0
East Asia & Pacific (IDA & IBRD countries),1993,883381038788.491,1652721433.0
Europe & Central Asia (IDA & IBRD countries),1993,935063189619.067,433366951.0
Togo,1993,1233496846.33493,4064926.0
Thailand,1993,128889832382.818,58364891.0
Tajikistan,1993,1644325581.39535,5594114.0
Turkmenistan,1993,3340000000.0,4010789.0
Latin America & the Caribbean (IDA & IBRD countries),1993,1490843607800.12,454312822.0
Timor-Leste,1993,288738308055.201,833611.0
Middle East & North Africa (IDA & IBRD countries),1993,288738308055.201,242132775.0
Tonga,1993,138489884.393064,95644.0
South Asia (IDA & IBRD),1993,376254716433.54,1208612942.0
Sub-Saharan Africa (IDA & IBRD countries),1993,292636615790.246,556451898.0
Trinidad and Tobago,1993,4669488516.37981,1244407.0
Tunisia,1993,14608946896.483,8784888.0
Turkey,1993,180169736363.636,56653729.0
Tuvalu,1993,9630762.95389637,9156.0
Tanzania,1993,4257702196.53864,28149328.0
Uganda,1993,3220439044.18949,19275422.0
Ukraine,1993,65607522123.8938,52179210.0
Upper middle income,1993,2865789176432.95,2096571016.0
Uruguay,1993,15002106518.4847,3178155.0
United States,1993,6878718000000.0,259919000.0
Uzbekistan,1993,13099013835.5111,21942000.0
St. Vincent and the Grenadines,1993,286307814.814815,108092.0
"Venezuela, RB",1993,58124193832.5991,21263443.0
British Virgin Islands,1993,1996000000.0,17703.0
Virgin Islands (U.S.),1993,1996000000.0,106578.0
Vietnam,1993,13180953598.1716,72560427.0
Vanuatu,1993,188080374.400605,159814.0
World,1993,25823958156831.0,5544873088.0
Samoa,1993,133122897.196262,167207.0
Kosovo,1993,5368270614.8468,1965000.0
"Yemen, Rep.",1993,5368270614.8468,14017239.0
South Africa,1993,134309759157.817,40300161.0
Zambia,1993,3273237853.35689,8669168.0
Zimbabwe,1993,6563813300.0,10905756.0
Aruba,1994,1330167597.76536,76700.0
Afghanistan,1994,3478787909.09091,16172719.0
Angola,1994,3390500000.0,13841301.0
Albania,1994,1985673798.10258,3207536.0
Andorra,1994,1017549124.33238,62677.0
Arab World,1994,487526906264.115,247435930.0
United Arab Emirates,1994,59305093979.842,2328686.0
Argentina,1994,257440000000.0,34558115.0
Armenia,1994,1315158636.67553,3283660.0
American Samoa,1994,589429592.592593,51803.0
Antigua and Barbuda,1994,589429592.592593,71719.0
Australia,1994,322201314424.075,17855000.0
Austria,1994,203535242741.838,7936118.0
Azerbaijan,1994,3312797524.31477,7597000.0
Burundi,1994,925030590.153683,5871607.0
Belgium,1994,246194938750.904,10115603.0
Benin,1994,1598075932.35432,5714220.0
Burkina Faso,1994,1895290964.80829,9816588.0
Bangladesh,1994,33768660882.793,116182267.0
Bulgaria,1994,9697416974.16974,8443591.0
Bahrain,1994,5567553457.44681,549588.0
"Bahamas, The",1994,3259000000.0,275895.0
Bosnia and Herzegovina,1994,1255802469.1358,3948816.0
Belarus,1994,17793000000.0,10227000.0
Belize,1994,580863700.0,201674.0
Bermuda,1994,1867160064.0,59320.0
Bolivia,1994,5981244886.917,7418861.0
Brazil,1994,558111997497.263,159705123.0
Barbados,1994,2151295182.22045,264015.0
Brunei Darussalam,1994,4087337959.93191,289525.0
Bhutan,1994,270801565.189672,516503.0
Botswana,1994,4259330999.03151,1532622.0
Central African Republic,1994,851174350.649409,3267670.0
Canada,1994,578139279437.61,29111906.0
Central Europe and the Baltics,1994,311016433450.634,110019570.0
Switzerland,1994,292646657673.466,6993795.0
Channel Islands,1994,57008425295.8256,143384.0
Chile,1994,57008425295.8256,14091389.0
China,1994,564324670005.917,1191835000.0
Cote d'Ivoire,1994,8313557450.25213,14083611.0
Cameroon,1994,10600157683.8412,13109660.0
"Congo, Dem. Rep.",1994,5840529411.76471,40273701.0
"Congo, Rep.",1994,1769365425.04053,2722497.0
Colombia,1994,81703500846.0364,36823537.0
Comoros,1994,185761822.560488,462277.0
Cabo Verde,1994,406580652.330537,379156.0
Costa Rica,1994,10432619390.3609,3425690.0
Caribbean small states,1994,19800879060.9392,6238576.0
Cuba,1994,28448326756.7568,10850585.0
Curacao,1994,7425703928.57143,144630.0
Cayman Islands,1994,7425703928.57143,30055.0
Cyprus,1994,7425703928.57143,837110.0
Czech Republic,1994,47554674590.9328,10333587.0
Germany,1994,2205966011811.5,81438348.0
Djibouti,1994,491689220.744875,622366.0
Dominica,1994,215459259.259259,71373.0
Denmark,1994,156162311731.598,5206180.0
Dominican Republic,1994,14664237666.6667,7753052.0
Algeria,1994,42542571305.5136,28362253.0
East Asia & Pacific (excluding high income),1994,1064837348764.57,1695931765.0
Early-demographic dividend,1994,2432794389293.83,2208443694.0
East Asia & Pacific,1994,7301095645971.79,1918771287.0
Europe & Central Asia (excluding high income),1994,709672789670.446,390918548.0
Europe & Central Asia,1994,9397355350862.18,854723055.0
Ecuador,1994,22708673336.6683,11196479.0
"Egypt, Arab Rep.",1994,51897983392.6453,62495745.0
Euro area,1994,6508354899681.87,316366779.0
Eritrea,1994,531688311.688312,3085443.0
Spain,1994,529121577319.588,39549108.0
Estonia,1994,6927950564.55657,1462514.0
Ethiopia,1994,6927950564.55657,55431123.0
European Union,1994,8291509307136.46,483262845.0
Fragile and conflict affected situations,1994,103321570859.419,290750580.0
Finland,1994,103321570859.419,5088333.0
Fiji,1994,1825285158.11762,765667.0
France,1994,1393982750472.59,59327192.0
Faroe Islands,1994,202500000.0,46250.0
"Micronesia, Fed. Sts.",1994,202500000.0,106057.0
Gabon,1994,4190819314.02958,1058663.0
United Kingdom,1994,1140489745944.29,57865745.0
Georgia,1994,2514070771.80273,4861600.0
Ghana,1994,5444560669.45607,16330174.0
Gibraltar,1994,5444560669.45607,29895.0
Guinea,1994,3383218922.79336,7544291.0
"Gambia, The",1994,746491692.583857,1036829.0
Guinea-Bissau,1994,235620043.500927,1113541.0
Equatorial Guinea,1994,100807001.813926,487140.0
Greece,1994,116601802106.742,10512922.0
Grenada,1994,325111814.814815,99405.0
Greenland,1994,1005879948.43254,55500.0
Guatemala,1994,12983235568.2292,10172297.0
Guam,1994,1005879948.43254,142802.0
Guyana,1994,540874934.201012,758342.0
High income,1994,23549992876608.4,1069147445.0
"Hong Kong SAR, China",1994,135812069768.646,6035400.0
Honduras,1994,3432356578.82219,5552625.0
Heavily indebted poor countries (HIPC),1994,111775306133.753,401488248.0
Croatia,1994,9599127049.9375,4650000.0
Haiti,1994,2167564194.7342,7674911.0
Hungary,1994,43160392123.6053,10343355.0
IBRD only,1994,4346914583035.05,3687117639.0
IDA & IBRD total,1994,4633835609118.47,4623980430.0
IDA total,1994,285845628034.349,936862791.0
IDA blend,1994,119339665539.118,313402026.0
Indonesia,1994,176892143931.505,193945272.0
IDA only,1994,166175726819.448,623460765.0
Isle of Man,1994,322909902308.892,69818.0
India,1994,322909902308.892,942204249.0
Not classified,1994,57166037102.4735,3590386.0
Ireland,1994,57166037102.4735,3590386.0
"Iran, Islamic Rep.",1994,71841461172.5702,59725125.0
Iraq,1994,179885815374.719,19597239.0
Iceland,1994,6294803496.77744,266021.0
Israel,1994,5329333333.33333,5399000.0
Italy,1994,1095590833693.56,56843400.0
Jamaica,1994,5419134875.33794,2513049.0
Jordan,1994,6237739516.24445,4395953.0
Japan,1994,4907039384469.68,124961000.0
Kazakhstan,1994,21250792886.1054,16095199.0
Kenya,1994,7148145375.78545,26548486.0
Kyrgyz Republic,1994,1681006993.00699,4515100.0
Cambodia,1994,2791435272.26653,10315376.0
Kiribati,1994,54832577.8622606,76671.0
St. Kitts and Nevis,1994,277567259.259259,42373.0
"Korea, Rep.",1994,455602962225.403,44641540.0
Kuwait,1994,24848483838.3838,2035661.0
Latin America & Caribbean (excluding high income),1994,1397850053537.15,417319166.0
Lao PDR,1994,1543606345.11684,4740380.0
Lebanon,1994,9599127049.9375,2974640.0
Liberia,1994,132200000.0,2012885.0
Libya,1994,28607921928.8175,4855003.0
St. Lucia,1994,600005564.444444,145247.0
Latin America & Caribbean,1994,1797860339560.09,477832467.0
Least developed countries: UN classification,1994,131955014819.644,570101958.0
Low income,1994,86915904344.2748,395678396.0
Liechtenstein,1994,1948118227.68151,30365.0
Sri Lanka,1994,11717604208.8223,18098348.0
Lower middle income,1994,971984602874.326,2042431452.0
Low & middle income,1994,4189258933123.65,4559643731.0
Lesotho,1994,878250450.602681,1732257.0
Late-demographic dividend,1994,2469344334062.42,1936316441.0
Lithuania,1994,18325791415.4811,3657144.0
Luxembourg,1994,18325791415.4811,402925.0
Latvia,1994,6265844252.10105,2520742.0
"Macao SAR, China",1994,6265844252.10105,377960.0
St. Martin (French part),1994,35604137422.5796,33098.0
Morocco,1994,35604137422.5796,26667048.0
Monaco,1994,2720297738.93904,30427.0
Moldova,1994,3522272321.40766,3691000.0
Madagascar,1994,2977040722.47057,13066543.0
Maldives,1994,355884383.08887,248433.0
Middle East & North Africa,1994,637962701821.648,279279333.0
Mexico,1994,527813238126.278,92349147.0
Marshall Islands,1994,108071000.0,50575.0
Middle income,1994,4102504410652.34,4163965335.0
"Macedonia, FYR",1994,3381270207.85219,1981703.0
Mali,1994,2081846482.74771,9353385.0
Malta,1994,2998570146.54095,374797.0
Myanmar,1994,298977280091.921,42712223.0
Middle East & North Africa (excluding high income),1994,298977280091.921,249660649.0
Montenegro,1994,925817092.217484,611389.0
Mongolia,1994,925817092.217484,2280496.0
Northern Mariana Islands,1994,3522272321.40766,53380.0
Mozambique,1994,2460670287.73707,15217044.0
Mauritania,1994,1315932644.95246,2261403.0
Mauritius,1994,3558137040.37772,1112846.0
Malawi,1994,1181802596.03498,9796976.0
Malaysia,1994,74477975918.3051,19986894.0
North America,1994,7888761439501.61,292297226.0
Namibia,1994,3636645995.26867,1606718.0
New Caledonia,1994,3038727617.03901,189482.0
Niger,1994,1563207224.65066,9151763.0
Nigeria,1994,18086400535.5777,105355783.0
Nicaragua,1994,3863185119.04762,4520725.0
Netherlands,1994,374291430318.44,15382838.0
Norway,1994,127131461119.927,4336613.0
Nepal,1994,4066775510.20408,20867130.0
Nauru,1994,4066775510.20408,9857.0
New Zealand,1994,55154160815.6786,3620000.0
OECD members,1994,23076170445147.3,1106885535.0
Oman,1994,12918855656.697,2148428.0
Other small states,1994,60690337493.6515,18829542.0
Pakistan,1994,51894781281.8919,119769556.0
Panama,1994,9365289800.0,2684183.0
Peru,1994,44882079766.8913,23619356.0
Philippines,1994,64084460124.4644,68236230.0
Palau,1994,5502786069.65174,16806.0
Papua New Guinea,1994,5502786069.65174,4770606.0
Poland,1994,110803391516.698,38542652.0
Pre-demographic dividend,1994,126815921547.484,469790790.0
Puerto Rico,1994,39690630000.0,3649237.0
"Korea, Dem. People’s Rep.",1994,99698453260.8696,21577982.0
Portugal,1994,99698453260.8696,9991525.0
Paraguay,1994,7870982170.98217,4651225.0
West Bank and Gaza,1994,2843300000.0,2366298.0
Pacific island small states,1994,3457419759.95571,1812877.0
Post-demographic dividend,1994,22424566756082.0,989994337.0
French Polynesia,1994,3522272321.40766,211579.0
Qatar,1994,7374450769.23077,507095.0
Romania,1994,30074440483.3837,22730211.0
Russian Federation,1994,395077301248.464,148336000.0
Rwanda,1994,753636370.454546,6005095.0
South Asia,1994,426649304795.634,1234059205.0
Saudi Arabia,1994,135174886488.652,18311090.0
Sudan,1994,12794192334.2541,23347885.0
Senegal,1994,3877196914.93966,8512173.0
Singapore,1994,73777792326.8299,3419048.0
Solomon Islands,1994,464756638.512487,349225.0
Sierra Leone,1994,911915970.683484,4283621.0
El Salvador,1994,7679384000.0,5544945.0
San Marino,1994,290431783229.394,25516.0
Somalia,1994,290431783229.394,7583954.0
Serbia,1994,290431783229.394,7734639.0
Sub-Saharan Africa (excluding high income),1994,290431783229.394,571754398.0
South Sudan,1994,83879570939.9238,5431738.0
Sub-Saharan Africa,1994,290920857175.707,571828603.0
Small states,1994,83879570939.9238,26880995.0
Sao Tome and Principe,1994,605492537.313433,123973.0
Suriname,1994,605492537.313433,437037.0
Slovak Republic,1994,20079363625.5784,5346331.0
Slovenia,1994,226079963711.768,1989443.0
Sweden,1994,226079963711.768,8780745.0
Swaziland,1994,1419293454.99606,941774.0
Sint Maarten (Dutch part),1994,486451204.557142,74205.0
Seychelles,1994,486451204.557142,74205.0
Syrian Arab Republic,1994,10122020000.0,13949697.0
Turks and Caicos Islands,1994,1179837954.72193,14597.0
Chad,1994,1179837954.72193,6772133.0
East Asia & Pacific (IDA & IBRD countries),1994,1062641292548.45,1674318786.0
Europe & Central Asia (IDA & IBRD countries),1994,840261675255.926,434111200.0
Togo,1994,982624324.505898,4163642.0
Thailand,1994,146683499005.964,58901666.0
Tajikistan,1994,1343225563.90977,5679832.0
Turkmenistan,1994,2564705882.35294,4115099.0
Latin America & the Caribbean (IDA & IBRD countries),1994,1716504292380.47,462368285.0
Timor-Leste,1994,296102694844.468,856684.0
Middle East & North Africa (IDA & IBRD countries),1994,296102694844.468,247294351.0
Tonga,1994,193775943.038933,95833.0
South Asia (IDA & IBRD),1994,426649304795.634,1234059205.0
Sub-Saharan Africa (IDA & IBRD countries),1994,290920857175.707,571828603.0
Trinidad and Tobago,1994,4947205860.01451,1250318.0
Tunisia,1994,15632463424.2784,8956596.0
Turkey,1994,130690172297.297,57564132.0
Tuvalu,1994,10886825.5592923,9190.0
Tanzania,1994,4510846967.8742,29070615.0
Uganda,1994,3990430446.71216,19907634.0
Ukraine,1994,52543388913.1384,51921041.0
Upper middle income,1994,3130599776748.73,2121533883.0
Uruguay,1994,17474647792.3829,3201607.0
United States,1994,7308755000000.0,263126000.0
Uzbekistan,1994,12899156990.6156,22377000.0
St. Vincent and the Grenadines,1994,289438481.481481,108129.0
"Venezuela, RB",1994,56531046464.6465,21726352.0
British Virgin Islands,1994,1996000000.0,18052.0
Virgin Islands (U.S.),1994,1996000000.0,107318.0
Vietnam,1994,16286433533.3228,73925082.0
Vanuatu,1994,219260341.050642,164208.0
World,1994,27751633658019.6,5628791176.0
Samoa,1994,221098106.508876,168788.0
Kosovo,1994,4167356037.1517,1997000.0
"Yemen, Rep.",1994,4167356037.1517,14692686.0
South Africa,1994,139752450152.078,41218901.0
Zambia,1994,3656647744.24858,8896109.0
Zimbabwe,1994,6890675000.0,11116948.0
Aruba,1995,1320670391.06145,80324.0
Afghanistan,1995,3478787909.09091,17099541.0
Angola,1995,5561222222.22222,14268994.0
Albania,1995,2424499009.14264,3187784.0
Andorra,1995,1178738991.19295,63850.0
Arab World,1995,523759898275.054,255029671.0
United Arab Emirates,1995,65743666575.8649,2448820.0
Argentina,1995,258031750000.0,34994814.0
Armenia,1995,1468317435.20148,3217342.0
American Samoa,1995,577280740.740741,52868.0
Antigua and Barbuda,1995,577280740.740741,73619.0
Australia,1995,367216364716.365,18072000.0
Austria,1995,241038283062.645,7948278.0
Azerbaijan,1995,3052646638.05436,7685000.0
Burundi,1995,1000428393.88528,5962058.0
Belgium,1995,289567323481.117,10136811.0
Benin,1995,2169627250.93379,5905558.0
Burkina Faso,1995,2379518099.2266,10089878.0
Bangladesh,1995,37939748768.6567,118706871.0
Bulgaria,1995,13063422619.0476,8406067.0
Bahrain,1995,5849467819.14894,563699.0
"Bahamas, The",1995,3429000000.0,280150.0
Bosnia and Herzegovina,1995,1866572953.73666,3843712.0
Belarus,1995,13489222222.2222,10194000.0
Belize,1995,620140400.0,206963.0
Bermuda,1995,2030749952.0,59746.0
Bolivia,1995,6715220507.05164,7566714.0
Brazil,1995,769305386182.849,162296612.0
Barbados,1995,2261969870.23318,264959.0
Brunei Darussalam,1995,4734020036.68689,297192.0
Bhutan,1995,303053462.843047,514877.0
Botswana,1995,4730611067.02258,1569094.0
Central African Republic,1995,1115389731.79119,3352767.0
Canada,1995,604031623433.401,29354000.0
Central Europe and the Baltics,1995,386483907816.169,109913216.0
Switzerland,1995,342617007103.594,7040687.0
Channel Islands,1995,73447063319.3034,144046.0
Chile,1995,73447063319.3034,14296613.0
China,1995,734547898220.508,1204855000.0
Cote d'Ivoire,1995,11000146839.497,14540820.0
Cameroon,1995,9643953174.77349,13460994.0
"Congo, Dem. Rep.",1995,5647034188.03419,41595744.0
"Congo, Rep.",1995,2116003977.97529,2799255.0
Colombia,1995,92507279383.0387,37441977.0
Comoros,1995,231896229.562629,475394.0
Cabo Verde,1995,487148993.533109,389127.0
Costa Rica,1995,11513472693.8707,3510926.0
Caribbean small states,1995,21894409923.2612,6292827.0
Cuba,1995,30429803651.2192,10906043.0
Curacao,1995,9826778783.9586,145139.0
Cayman Islands,1995,9826778783.9586,31672.0
Cyprus,1995,9826778783.9586,855384.0
Czech Republic,1995,59775697061.0399,10327253.0
Germany,1995,2591620035485.19,81678051.0
Djibouti,1995,497723960.589913,630388.0
Dominica,1995,224037037.037037,71368.0
Denmark,1995,185006961302.299,5233373.0
Dominican Republic,1995,16598679279.0698,7892423.0
Algeria,1995,41764052457.8814,28904298.0
East Asia & Pacific (excluding high income),1995,1314276934967.36,1717381821.0
Early-demographic dividend,1995,2485341216893.01,2252578506.0
East Asia & Pacific,1995,8296162982825.06,1941918800.0
Europe & Central Asia (excluding high income),1995,754065081841.808,391384579.0
Europe & Central Asia,1995,10835730972066.7,856352860.0
Ecuador,1995,24432884442.2211,11440583.0
"Egypt, Arab Rep.",1995,60159245060.4542,63714386.0
Euro area,1995,7511904164486.47,317181449.0
Eritrea,1995,578015625.0,3090159.0
Spain,1995,612939685081.398,39724050.0
Estonia,1995,4373665145.55468,1436634.0
Ethiopia,1995,7663984567.90123,57309880.0
European Union,1995,9617626658380.63,484271344.0
Fragile and conflict affected situations,1995,134199346405.229,298837493.0
Finland,1995,134199346405.229,5107790.0
Fiji,1995,1970347720.96992,775498.0
France,1995,1601094756209.75,59541899.0
Faroe Islands,1995,222103600.0,46040.0
"Micronesia, Fed. Sts.",1995,222103600.0,107556.0
Gabon,1995,4958845906.34769,1086137.0
United Kingdom,1995,1335218557677.13,58019030.0
Georgia,1995,2693768412.89179,4734000.0
Ghana,1995,6465137614.6789,16760467.0
Gibraltar,1995,127078007560.621,30147.0
Guinea,1995,3693753379.05992,7871173.0
"Gambia, The",1995,785996982.492168,1066223.0
Guinea-Bissau,1995,253966922.278198,1137122.0
Equatorial Guinea,1995,141853368.256815,504871.0
Greece,1995,136878366230.328,10562153.0
Grenada,1995,342172518.518519,100255.0
Greenland,1995,1208946165.92889,55800.0
Guatemala,1995,14655404433.2771,10408489.0
Guam,1995,26119340090182.8,145561.0
Guyana,1995,621626785.915493,761291.0
High income,1995,26119340090182.8,1078558586.0
"Hong Kong SAR, China",1995,144652912433.103,6156100.0
Honduras,1995,3911053180.39625,5709051.0
Heavily indebted poor countries (HIPC),1995,127078007560.621,413418810.0
Croatia,1995,22387561845.2244,4669000.0
Haiti,1995,2813313278.81082,7819806.0
Hungary,1995,46418916500.3536,10328965.0
IBRD only,1995,4877661440786.4,3738698415.0
IDA & IBRD total,1995,5209387908492.12,4699923937.0
IDA total,1995,330869191574.138,961225522.0
IDA blend,1995,140653768882.839,321107441.0
Indonesia,1995,202132028723.115,196957849.0
IDA only,1995,189678440770.36,640118081.0
Isle of Man,1995,914727080.643268,70070.0
India,1995,355475984177.451,960482795.0
Not classified,1995,69222626262.6263,3608841.0
Ireland,1995,69222626262.6263,3608841.0
"Iran, Islamic Rep.",1995,96419225743.6375,60575644.0
Iraq,1995,179885815374.719,20208387.0
Iceland,1995,7018100153.49728,267468.0
Israel,1995,100343219506.525,5545000.0
Italy,1995,1170787352906.22,56844303.0
Jamaica,1995,6538840169.73126,2537440.0
Jordan,1995,6727446632.42009,4572904.0
Japan,1995,5449116304981.1,125439000.0
Kazakhstan,1995,20374302652.3819,15815626.0
Kenya,1995,9046326059.98857,27346456.0
Kyrgyz Republic,1995,1661018518.51852,4560400.0
Cambodia,1995,3441205692.9166,10653558.0
Kiribati,1995,56338028.1690141,77730.0
St. Kitts and Nevis,1995,299699666.666667,42891.0
"Korea, Rep.",1995,556130926912.754,45092991.0
Kuwait,1995,27191689008.0429,1610651.0
Latin America & Caribbean (excluding high income),1995,1493297526093.14,424626030.0
Lao PDR,1995,1763536304.53964,4851923.0
Lebanon,1995,11718795528.4939,3033394.0
Liberia,1995,134800000.0,2073482.0
Libya,1995,25544128198.9955,4948798.0
St. Lucia,1995,640449501.481481,147044.0
Latin America & Caribbean,1995,1916416698135.72,485913138.0
Least developed countries: UN classification,1995,151683866344.91,585496175.0
Low income,1995,98943626986.7583,406983803.0
Liechtenstein,1995,2428461395.34884,30833.0
Sri Lanka,1995,13029697560.9756,18247121.0
Lower middle income,1995,1093364453232.9,2082090008.0
Low & middle income,1995,4714312035298.77,4635235786.0
Lesotho,1995,1001889856.91048,1761359.0
Late-demographic dividend,1995,3017040636237.7,1957770830.0
Lithuania,1995,7870782260.51698,3629102.0
Luxembourg,1995,21588170498.0843,408625.0
Latvia,1995,5788368511.12379,2485056.0
"Macao SAR, China",1995,6996034036.99892,385686.0
St. Martin (French part),1995,39030285468.3841,32712.0
Morocco,1995,39030285468.3841,27075232.0
Monaco,1995,3130270918.79061,30691.0
Moldova,1995,1752975841.35916,3675099.0
Madagascar,1995,3159901231.97468,13475400.0
Maldives,1995,398988954.970263,254082.0
Middle East & North Africa,1995,708751921751.839,286917385.0
Mexico,1995,360073909243.855,94045579.0
Marshall Islands,1995,120230000.0,51015.0
Middle income,1995,4615648717450.15,4228251983.0
"Macedonia, FYR",1995,4449375346.45669,1983252.0
Mali,1995,2706425298.36818,9604450.0
Malta,1995,3439931906.61479,377419.0
Myanmar,1995,340941052118.902,43237792.0
Middle East & North Africa (excluding high income),1995,340941052118.902,254918217.0
Montenegro,1995,1452165005.2384,611712.0
Mongolia,1995,1452165005.2384,2298039.0
Northern Mariana Islands,1995,2521738759.58885,56278.0
Mozambique,1995,2521738759.58885,15759132.0
Mauritania,1995,1415296704.11812,2327075.0
Mauritius,1995,4040345933.29231,1122457.0
Malawi,1995,1397457932.30697,9909088.0
Malaysia,1995,88704944178.6284,20495597.0
North America,1995,8270122373385.4,295691746.0
Namibia,1995,3942478205.72909,1655359.0
New Caledonia,1995,3628440274.67,193816.0
Niger,1995,1880803361.68562,9477333.0
Nigeria,1995,28546958641.2735,108011465.0
Nicaragua,1995,4140470000.0,4612228.0
Netherlands,1995,446528959648.641,15459006.0
Norway,1995,152027402449.804,4359184.0
Nepal,1995,4401104417.67068,21396384.0
Nauru,1995,152027402449.804,9969.0
New Zealand,1995,63918039319.8725,3673400.0
OECD members,1995,25432862007403.2,1115600405.0
Oman,1995,13802600780.2341,2204283.0
Other small states,1995,69541704992.9803,19149327.0
Pakistan,1995,60636022422.6176,122829148.0
Panama,1995,9573813700.0,2739730.0
Peru,1995,53312793687.3836,24038760.0
Philippines,1995,74119987244.5011,69835715.0
Palau,1995,4636057476.42568,17253.0
Papua New Guinea,1995,4636057476.42568,4894276.0
Poland,1995,142137319587.629,38594998.0
Pre-demographic dividend,1995,155917110844.246,483495980.0
Puerto Rico,1995,42647331000.0,3683103.0
"Korea, Dem. People’s Rep.",1995,118133634071.912,21862299.0
Portugal,1995,118133634071.912,10026176.0
Paraguay,1995,9062131307.88275,4760850.0
West Bank and Gaza,1995,3282800000.0,2474666.0
Pacific island small states,1995,3730022505.92377,1841944.0
Post-demographic dividend,1995,24858379008359.0,995414348.0
French Polynesia,1995,3982374845.92709,215196.0
Qatar,1995,8137911978.02198,513455.0
Romania,1995,37662075750.123,22684270.0
Russian Federation,1995,395531066563.296,148375726.0
Rwanda,1995,1293535010.94467,5928078.0
South Asia,1995,474034403187.255,1259530819.0
Saudi Arabia,1995,143343036341.789,18735841.0
Sudan,1995,13829744878.6366,24102986.0
Senegal,1995,4878719133.22771,8746606.0
Singapore,1995,87890009877.24,3524506.0
Solomon Islands,1995,519334096.714525,359225.0
Sierra Leone,1995,870758739.40678,4274819.0
El Salvador,1995,8921947100.0,5611115.0
San Marino,1995,16750000000.0,25877.0
Somalia,1995,16750000000.0,7704894.0
Serbia,1995,16750000000.0,7625357.0
Sub-Saharan Africa (excluding high income),1995,336724264248.6,587394320.0
South Sudan,1995,95021982773.9277,5459519.0
Sub-Saharan Africa,1995,337234926326.516,587469624.0
Small states,1995,95021982773.9277,27284098.0
Sao Tome and Principe,1995,693970588.235294,126454.0
Suriname,1995,693970588.235294,443724.0
Slovak Republic,1995,25733043137.2549,5361999.0
Slovenia,1995,21273055398.3017,1989872.0
Sweden,1995,264051981551.316,8826939.0
Swaziland,1995,1698982437.76019,960792.0
Sint Maarten (Dutch part),1995,508221508.221508,75304.0
Seychelles,1995,508221508.221508,75304.0
Syrian Arab Republic,1995,11396706586.8263,14345492.0
Turks and Caicos Islands,1995,1445919969.89272,15332.0
Chad,1995,1445919969.89272,7000722.0
East Asia & Pacific (IDA & IBRD countries),1995,1311566449618.52,1695483907.0
Europe & Central Asia (IDA & IBRD countries),1995,918447809842.542,434648577.0
Togo,1995,1309382885.33029,4274024.0
Thailand,1995,169278552851.272,59491790.0
Tajikistan,1995,1230996472.66314,5764712.0
Turkmenistan,1995,2483809523.80952,4207840.0
Latin America & the Caribbean (IDA & IBRD countries),1995,1829424207128.41,470347459.0
Timor-Leste,1995,337619748312.851,871447.0
Middle East & North Africa (IDA & IBRD countries),1995,337619748312.851,252443551.0
Tonga,1995,202547013.927138,96076.0
South Asia (IDA & IBRD),1995,474034403187.255,1259530819.0
Sub-Saharan Africa (IDA & IBRD countries),1995,337234926326.515,587469624.0
Trinidad and Tobago,1995,5329214163.22001,1255001.0
Tunisia,1995,18030876599.3444,9113975.0
Turkey,1995,169485941048.035,58486381.0
Tuvalu,1995,11025945.1445515,9230.0
Tanzania,1995,5255221424.80962,29960776.0
Uganda,1995,5755818947.42125,20550291.0
Ukraine,1995,48214752454.2319,51512299.0
Upper middle income,1995,3522374375419.3,2146161975.0
Uruguay,1995,19297663096.5506,3224804.0
United States,1995,7664060000000.0,266278000.0
Uzbekistan,1995,13350468917.4115,22785000.0
St. Vincent and the Grenadines,1995,316008481.481481,108122.0
"Venezuela, RB",1995,74906532239.819,22188667.0
British Virgin Islands,1995,1996000000.0,18427.0
Virgin Islands (U.S.),1995,1996000000.0,107818.0
Vietnam,1995,20736164458.9505,75198977.0
Vanuatu,1995,233902114.8683,168235.0
World,1995,30847089128670.8,5713794372.0
Samoa,1995,224865731.381903,170157.0
Kosovo,1995,4258788725.44991,2029000.0
"Yemen, Rep.",1995,4258788725.44991,15320653.0
South Africa,1995,155460285076.232,42088165.0
Zambia,1995,3807067121.8609,9137077.0
Zimbabwe,1995,7111270700.0,11320346.0
Aruba,1996,1379888268.15642,83200.0
Afghanistan,1996,3478787909.09091,17822884.0
Angola,1996,6537503912.36307,14682284.0
Albania,1996,3314898291.75235,3168033.0
Andorra,1996,1223945356.62682,64360.0
Arab World,1996,578231297753.521,260843462.0
United Arab Emirates,1996,73571233996.1863,2571020.0
Argentina,1996,272149750000.0,35419682.0
Armenia,1996,1596968946.23708,3168215.0
American Samoa,1996,633730629.62963,53929.0
Antigua and Barbuda,1996,633730629.62963,75628.0
Australia,1996,400302731411.229,18311000.0
Austria,1996,237250948791.266,7959017.0
